name,emotion,chinese
G00014/G00014_17/G00014_17_18/G00014_17_18_021,disgusted,[over/]我现在不光是奶茶的费[/over]用，你浪费我时间啊，我中午的饭都已经没吃。
G00014/G00014_17/G00014_17_18/G00014_17_18_016,sad,你现在一杯都没有了，全撒没了，就剩点儿芋圆儿了。
G00014/G00014_17/G00014_17_18/G00014_17_18_015,angry,不是，你这个有点儿过分了吧。[over/]你要[/over]是撒了一点儿，那可以，都无所谓，对吧？也知道你们服务[over/]行业不[/over]容易。
G00014/G00014_17/G00014_17_18/G00014_17_18_011,surprised,不是，咱看一下呢。我这个奶茶现在[over/]里面儿[/over]除了芋圆，一滴奶茶都没有吧，你这叫少了一点儿啊，[over/]朋友[/over]。
G00014/G00014_17/G00014_17_18/G00014_17_18_018,angry,[over/]不是，你就现在[/over]告我这事儿怎么解决吧？
G00014/G00014_17/G00014_17_18/G00014_17_18_007,neutral,哎，你等会儿，你回来。
G00014/G00014_17/G00014_17_18/G00014_17_18_025,neutral,你别管我这些。
G00014/G00014_07/G00014_07_19/G00014_07_19_016,neutral,哎呀，年轻人就让她玩呗。她们爬山，咱俩吃烤肉[over/]多好[/over]。
G00014/G00014_07/G00014_07_19/G00014_07_19_008,neutral,[over/]当然[/over]啊!
G00014/G00014_07/G00014_07_19/G00014_07_19_028,neutral,[over/]你小心点[/over]那个，那个河你下河的时候小心点你这个。
G00014/G00014_07/G00014_07_19/G00014_07_19_004,happy,[over/]啊对[/over]呀，我跟你说你看，看着河看着这个风景。闻到味儿了没有，烤的肉怎么样？香不香？
G00014/G00014_07/G00014_07_19/G00014_07_19_014,neutral,就趁你上厕所的时候，她们俩闲不住，[over/]年轻人嘛[/over]。
G00014/G00014_07/G00014_07_19/G00014_07_19_030,fearful,我怕你咬了鱼。
G00014/G00014_07/G00014_07_19/G00014_07_19_024,angry,[over/]嗯[/over]，完美。
G00014/G00014_07/G00014_07_19/G00014_07_19_006,fearful,[over/]那[/over]当然了，常年烤肉，十几年的老厨师了。我跟你说就是什么锦州烧烤啊，什么齐齐哈尔烤肉啊，在我这儿都不行。
G00014/G00014_07/G00014_07_19/G00014_07_19_012,angry,哦，她们俩都早爬山去了。
G00014/G00014_07/G00014_07_19/G00014_07_19_002,happy,当然了，我就说来这儿准没错吧？
G00014/G00014_07/G00014_07_19/G00014_07_19_020,happy,[over/]行，当然啦[/over]。哎，你还吃什么那个啊，金针菇茄子豆角什么的吃吗？
G00014/G00014_07/G00014_07_19/G00014_07_19_018,fearful,[over/]我也[/over]没烤他们俩的[laughing]。
G00014/G00014_07/G00014_07_19/G00014_07_19_010,neutral,肯定得尝，多吃点儿啊。
G00014/G00014_07/G00014_07_18/G00014_07_18_011,neutral,行，哎，小兰她们俩呢？
G00014/G00014_07/G00014_07_18/G00014_07_18_005,surprised,可以，你这手艺一[over/]绝啊[interrupted][/over]！
G00014/G00014_07/G00014_07_18/G00014_07_18_015,angry,[over/]哎呀我的天呐[/over]，多大的瘾啊？还去爬山？
G00014/G00014_07/G00014_07_18/G00014_07_18_029,angry,怎么着你怕我被鱼咬了啊[laughing]？
G00014/G00014_07/G00014_07_18/G00014_07_18_013,neutral,啊，[over/]爬山[/over]去了？
G00014/G00014_07/G00014_07_18/G00014_07_18_023,neutral,冰冰凉[over/]凉的[/over]，可好[over/]吃了[/over]。
G00014/G00014_07/G00014_07_18/G00014_07_18_031,happy,我谢谢你[interrupted]。
G00014/G00014_07/G00014_07_18/G00014_07_18_017,neutral,哎一会儿这烤串儿啊[over/]不给[/over]她们，咱俩先[over/]吃啦[/over]。
G00014/G00014_07/G00014_07_18/G00014_07_18_025,surprised,我跟你讲，我刚刚下去看了一下那个河，那个水特别凉。
G00014/G00014_07/G00014_07_18/G00014_07_18_001,happy,这地儿找的真可以啊，这山清水秀的。
G00014/G00014_07/G00014_07_18/G00014_07_18_021,neutral,可以啊，你看着烤，[over/]我不挑食[/over]。哎，我们一会儿把那个西瓜往那个河里面一放，哎呦[interrupted]。
G00014/G00014_07/G00014_07_18/G00014_07_18_009,happy,行，那一会儿高低得尝一尝。
G00014/G00014_07/G00014_07_18/G00014_07_18_027,disgusted,哦，[over/]但是特别清[/over]。
G00014/G00014_07/G00014_07_18/G00014_07_18_007,surprised,哎呦，真的假的？[over/]这么厉害[/over]。
G00014/G00014_07/G00014_07_18/G00014_07_18_019,neutral,行，一会儿让她俩下来自己吃，不管了，[over/]谁让她俩跑了的[/over]。
G00014/G00014_07/G00014_07_18/G00014_07_18_003,happy,哎呦，哎，你看那河清的，哎[over/]呦[/over]。
G00014/G00014_38/G00014_38_18/G00014_38_18_007,disgusted,医院昨天是不是给您发短信了，说[over/]体检之前一定[/over]要空腹连水都不能喝。
G00014/G00014_38/G00014_38_18/G00014_38_18_012,neutral,[over/]你检不了[over/]。
G00014/G00014_38/G00014_38_18/G00014_38_18_003,neutral,嗯，年龄。
G00014/G00014_38/G00014_38_18/G00014_38_18_019,neutral,[over/]是[/over]，所以我让你说的，我说了让你明天来呀！你今天查[over/]不了[/over]。
G00014/G00014_38/G00014_38_18/G00014_38_18_015,neutral,哎，行了明天你就知道了，明天空腹来啊，今天查不了。
G00014/G00014_38/G00014_38_18/G00014_38_18_021,happy,[over/]那你就后天来[over/]。
G00014/G00014_38/G00014_38_18/G00014_38_18_013,angry,你想抽血，抽血之前必须空腹，知道吗？你吃点东西，它对[over/]你[/over]那个血液是有是有影响的，我们怎么给你检查呀！
G00014/G00014_38/G00014_38_18/G00014_38_18_023,angry,不是你怎么。
G00014/G00014_38/G00014_38_18/G00014_38_18_005,neutral,好，昨天收到短信了吧，今天体检之前[over/]空腹[over/]。[over/]那个[/over]你吃东西没有？
G00014/G00014_38/G00014_38_18/G00014_38_18_009,disgusted,今天检不了了，明天再来吧。
G00014/G00014_38/G00014_38_18/G00014_38_18_017,surprised,您啊也别跟我在这磨叽，我解决不了。我说的空腹检查，空腹检查你今天肯定是检查不上的，明白吧？你要是能哪个医院能给你检查，那你去别的医院，我们这个医院肯定不行。
G00014/G00014_38/G00014_38_19/G00014_38_19_020,neutral,[over/]我明[over/]天有事，我就今[over/]天休息[over/]。
G00014/G00014_38/G00014_38_19/G00014_38_19_002,sad,嗯，张春。
G00014/G00014_38/G00014_38_19/G00014_38_19_022,sad,我后天也有事。
G00014/G00014_38/G00014_38_19/G00014_38_19_014,angry,但是我吃那么早，现在早消化没了吧。
G00014/G00014_38/G00014_38_19/G00014_38_19_011,fearful,我这个，您看能不能通融一下，就是随随便查查，因为我身体肯定很健康的，就也没什么，就老，[over/]我就想抽个[over/]血。
G00014/G00014_38/G00014_38_19/G00014_38_19_006,neutral,那个，我我早上我醒的有点早，然后我那会儿我太饿了就吃了一个鸡蛋。
G00014/G00014_38/G00014_38_19/G00014_38_19_010,angry,哎不是，哎大夫，我都已经排好久了，预约了特别久了。
G00014/G00014_38/G00014_38_19/G00014_38_19_018,neutral,不是我都预约，不是我医保在这个医院啊。
G00014/G00014_38/G00014_38_19/G00014_38_19_004,neutral,嗯，四十。
G00014/G00014_38/G00014_38_19/G00014_38_19_008,neutral,啊是，我收到短信，但是我想吃个鸡蛋应该不影响，我是五点吃的。
G00014/G00014_38/G00014_38_19/G00014_38_19_016,sad,不是我我都来了，我家挺远的我住通州，您在朝阳，我这我我我过来我得，我坐公交我坐四十分钟呢我。
G00014/G00014_15/G00014_15_19/G00014_15_19_043,angry,[over/]对呀，[/over]就是[over/]现在因为十一[/over]已经过了，就没有什么大节日，然后圣诞节又还没过，所以说这个中间机票就比较便宜。
G00014/G00014_15/G00014_15_19/G00014_15_19_037,neutral,嗯是，[over/]但是[interrupted][/over]。
G00014/G00014_15/G00014_15_19/G00014_15_19_002,neutral,我也还没休呢，我这不是在看机票嘛。
G00014/G00014_15/G00014_15_19/G00014_15_19_013,neutral,呃你猜嘛，那我都[over/]说了，我要是我不能给[/over]范畴，我给范畴就就没意思了。
G00014/G00014_15/G00014_15_19/G00014_15_19_007,neutral,你猜现在北京飞三亚多少钱？
G00014/G00014_15/G00014_15_19/G00014_15_19_040,neutral,泰国我刚看过，然后飞曼谷的话是六百九十五也还好。
G00014/G00014_15/G00014_15_19/G00014_15_19_021,neutral,[over/]你看[/over]你看啊。
G00014/G00014_15/G00014_15_19/G00014_15_19_027,neutral,[over/]对[/over]呀，我本来我也想[interrupted]。
G00014/G00014_15/G00014_15_19/G00014_15_19_018,neutral,[laughing]一百八十五。
G00014/G00014_15/G00014_15_19/G00014_15_19_023,neutral,一百八十五。
G00014/G00014_15/G00014_15_19/G00014_15_19_029,neutral,去泰国的。
G00014/G00014_15/G00014_15_19/G00014_15_19_042,neutral,[over/]对啊，六百多[interrupted][/over]。
G00014/G00014_15/G00014_15_19/G00014_15_19_031,neutral,[over/]可以啊，因为我是[/over]想你看啊就是如果咱们就年假，我是想不一次性休完，如果一次性休完的话，那样的话就[over/]有点儿[/over]太累了，是吧？[over/]咱们可以[/over]分两次修。
G00014/G00014_15/G00014_15_19/G00014_15_19_016,neutral,一百八十五[laughing]。
G00014/G00014_15/G00014_15_19/G00014_15_19_035,neutral,然后一次休个四五天，咱们先去三亚玩儿四五天，[over/]下次[/over]你再去泰国玩儿四五[over/]天[interrupted][/over]。
G00014/G00014_15/G00014_15_19/G00014_15_19_004,neutral,哎我也在想，现在不是东南亚都免签嘛，[over/]但是我[/over]现在看到了更便宜的更划算的机票。
G00014/G00014_15/G00014_15_19/G00014_15_19_025,surprised,[over/]对[/over]呀，我而且我还有那个就是月享的会员套餐，可能那个套餐还能减八十，可能加基建燃油可能就一百三就能下来。
G00014/G00014_15/G00014_15_18/G00014_15_18_024,neutral,飞三[over/]亚[interrupted][/over]。
G00014/G00014_15/G00014_15_18/G00014_15_18_006,surprised,哪儿啊？
G00014/G00014_15/G00014_15_18/G00014_15_18_041,surprised,六百多，[over/]哎我前段时间看[/over]都将近两千[over/]了[interrupted][/over]。
G00014/G00014_15/G00014_15_18/G00014_15_18_003,neutral,是吗？[over/]哎[/over]想去哪儿？不行咱在一起啊。
G00014/G00014_15/G00014_15_18/G00014_15_18_030,neutral,那咱去三亚玩一圈儿呗？
G00014/G00014_15/G00014_15_18/G00014_15_18_008,neutral,北京飞三亚最近便宜吧，刚过完十一。
G00014/G00014_15/G00014_15_18/G00014_15_18_010,surprised,三百多？
G00014/G00014_15/G00014_15_18/G00014_15_18_026,surprised,我的妈呀，[over/]这[/over]么便[over/]宜[/over]。
G00014/G00014_15/G00014_15_18/G00014_15_18_038,surprised,[over/]我真[/over]没想到[over/]这么便宜[/over]，哎那你查查现在要是往国外飞，往泰国那边去的话，机票多少钱啊？
G00014/G00014_15/G00014_15_18/G00014_15_18_001,neutral,哎我今年年假还没休呢，我合计[over/]过两天[/over]把年假休了，去南方那边儿玩一趟，[over/]现[/over]在这北京太冷了，
G00014/G00014_15/G00014_15_18/G00014_15_18_012,surprised,高了还是低了呀？
G00014/G00014_15/G00014_15_18/G00014_15_18_019,surprised,这么便[over/]宜，不[/over]是[over/]加上燃油[interrupted][/over]。
G00014/G00014_15/G00014_15_18/G00014_15_18_014,angry,[over/]你给一个范畴啊[interrupted][/over]。
G00014/G00014_15/G00014_15_18/G00014_15_18_032,angry,[over/]这也太便宜了[interrupted][/over]。
G00014/G00014_15/G00014_15_18/G00014_15_18_036,neutral,[over/]机[/over]票这么便宜，去哪不行啊！
G00014/G00014_15/G00014_15_18/G00014_15_18_015,neutral,你要这么问[over/]肯定是高[/over]了，那二百多。
G00014/G00014_02/G00014_02_18/G00014_02_18_005,neutral,[over/]我[/over]没有电话我怎么打？
G00014/G00014_02/G00014_02_18/G00014_02_18_010,happy,[over/]啊[/over]，谢谢[over/]你啊[/over]！
G00014/G00014_02/G00014_02_18/G00014_02_18_021,happy,[over/]行[/over]行行，还是谢谢[over/]你们啊[/over]！
G00014/G00014_02/G00014_02_18/G00014_02_18_018,surprised,啊，没[over/]想到[/over]。
G00014/G00014_02/G00014_02_18/G00014_02_18_015,happy,然后我这其实没[over/]抱太大希望[/over]，我以为以真的丢了呢，[over/]没想到[interrupted][/over]。
G00014/G00014_02/G00014_02_18/G00014_02_18_003,neutral,啊！[over/]是是是是，不是[interrupted][/over]。
G00014/G00014_02/G00014_02_18/G00014_02_18_013,angry,没有，我刚刚主要是走的时候太着急了，我真的是把手机不小心忘这儿了，我完全没想起来，然后我是，不光来你这个店了，我刚刚去好几个我路过的地方，我都问了一遍。
G00014/G00014_02/G00014_02_18/G00014_02_18_006,fearful,[over/]你[/over]这样，上边是，呃，指纹解锁，我直接拿[over/]指纹给你解个锁，可以吗[/over]？
G00014/G00014_02/G00014_02_18/G00014_02_18_001,neutral,你好，服务员，哦，[over/]我[/over]刚刚在这吃饭来着，然后我手机好像刚刚不小心落这了，[over/]你刚刚[/over]有看到吗？
G00014/G00014_02/G00014_02_18/G00014_02_18_008,neutral,好吧？诶，你看啊，开了，是我的，没错吧？
G00014/G00014_02/G00014_02_19/G00014_02_19_017,neutral,[over/]都能理解[/over]啊。
G00014/G00014_02/G00014_02_19/G00014_02_19_009,surprised,还真是您的[over/]啊[/over]！
G00014/G00014_02/G00014_02_19/G00014_02_19_002,happy,诶，你好，女士，那个因为刚才不是我值班，但是我们刚才确实发现了一部手机，就您看一下是这部吗？
G00014/G00014_02/G00014_02_19/G00014_02_19_019,happy,[over/]我因为[/over]你就是，你平时就在我们店里面吃饭的客人，如果说我们看到的话，肯定会给您就保管好。
G00014/G00014_02/G00014_02_19/G00014_02_19_022,neutral,[over/]送您走[/over]。没事儿没事儿没事儿，啊那你慢点儿啊。
G00014/G00014_02/G00014_02_19/G00014_02_19_016,neutral,[over/]是的是的[/over]。
G00014/G00014_02/G00014_02_19/G00014_02_19_012,angry,您要是贵重物品确实落在我们店里的话，这个确实如果找不到的话就找不到了，因为我们店里也是不负责的。
G00014/G00014_02/G00014_02_19/G00014_02_19_011,neutral,[over/]那个[/over]就是，希希望就是您以后吃饭的时候一定要，呃，看管好自己的随身物品，[over/]因为这个[/over]店里面的客人这个，就也比较多。
G00014/G00014_02/G00014_02_19/G00014_02_19_007,neutral,[over/]哦[/over]，行，好吧。
G00014/G00014_02/G00014_02_19/G00014_02_19_020,fearful,只是我们说，店里面的人就比较多，保险起见的话，还是希望你以后自己看管好，[over/]啊[/over]。
G00014/G00014_02/G00014_02_19/G00014_02_19_004,neutral,[over/]呃，那个，您您等一下[/over]，就就是因为，呃，现在店里面的客人就比较多，就是因为我们为了就保险起见，我想请您去确认一下，就是我想请问一下，您可以给这个手机打个电话吗？[over/]您先[interrupted][/over]？
G00014/G00014_23/G00014_23_18/G00014_23_18_008,neutral,知道问题在哪？
G00014/G00014_23/G00014_23_18/G00014_23_18_004,angry,我雇你过来是干什么的呀！
G00014/G00014_23/G00014_23_18/G00014_23_18_003,neutral,[over/]你是[/over]按照我的要求改的吗？我让你把后面详细的全部给我详细出来，你这写的是什么？我让你给我一二三四五标出来，你现在这是什么？你给我一个大概就完事儿了怎么着，我给你填是吗？
G00014/G00014_23/G00014_23_18/G00014_23_18_010,angry,好，我给你一天的时间，够不够？
G00014/G00014_23/G00014_23_18/G00014_23_18_013,neutral,能不能做到？
G00014/G00014_23/G00014_23_18/G00014_23_18_024,angry,能，行拿你的方案出去给我改。[over/]明天[/over]再改不明白，你别怪公司解雇你，公司不养闲人的。
G00014/G00014_23/G00014_23_18/G00014_23_18_005,angry,昨天开会是不是已经说过这个问题了。今天开会同样的问题同样被毙，我面儿上有光是吗？你怎么回事啊？
G00014/G00014_23/G00014_23_18/G00014_23_18_022,disgusted,那为什么给你调过来呀？那你能不能做，你现在就告你[over/]能不能做[/over]？别给我解释那么多，能还是不能？
G00014/G00014_23/G00014_23_18/G00014_23_18_011,angry,明天早会之前，如果你再给我交出一模一样的东西，那我就解雇你。
G00014/G00014_23/G00014_23_18/G00014_23_18_001,angry,你能不能给我解释一下，这回方案为什么又被毙了？
G00014/G00014_23/G00014_23_18/G00014_23_18_020,angry,怎么那么多话呢，把你的话用在方案上好不[over/]好啊[/over]。
G00014/G00014_23/G00014_23_18/G00014_23_18_018,angry,那你的意思是我们这个方案没有必要要了是吗？那我要你在公司干嘛呀。
G00014/G00014_23/G00014_23_18/G00014_23_18_006,neutral,能不能改？
G00014/G00014_23/G00014_23_18/G00014_23_18_019,angry,你告你留在公司的意义是什么？
G00014/G00014_23/G00014_23_18/G00014_23_18_015,neutral,那就拿你的方案，现在给我去改。
G00014/G00014_23/G00014_23_19/G00014_23_19_025,neutral,知道了张总。
G00014/G00014_23/G00014_23_19/G00014_23_19_017,sad,但是张总就是哎呀就是，我我我觉得就目前咱们这个方案，它没有什么可提升的空间了，就是我这个方案已经都改了六次了。
G00014/G00014_23/G00014_23_19/G00014_23_19_014,neutral,能做到。
G00014/G00014_23/G00014_23_19/G00014_23_19_007,neutral,能改，能改。
G00014/G00014_23/G00014_23_19/G00014_23_19_021,neutral,[over/]我[/over]但是，我当时我来公司的时候我也不是这个岗呀，我是后来调到这个岗的。
G00014/G00014_23/G00014_23_19/G00014_23_19_002,angry,哎张总我这次是按照您的要求去改的呀。而且就是里面的这个，呃报表啊就包括里面的价格，还有市场调研，我都[over/]已经标注[interrupted][/over]。
G00014/G00014_04/G00014_04_19/G00014_04_19_027,neutral,[over/]行行行行好好好行[/over]，好[over/]好好好[/over]。
G00014/G00014_04/G00014_04_19/G00014_04_19_029,neutral,[over/]你也[/over]没变化，我感觉你越来越年轻了[laughing]。
G00014/G00014_04/G00014_04_19/G00014_04_19_008,surprised,咱俩[over/]两三[/over]年都没见过了吧？
G00014/G00014_04/G00014_04_19/G00014_04_19_018,happy,[over/]哎呀[/over]，怪不得我看你这气色就很好。[laughing]，那你最近是是在哪儿上班儿呢？
G00014/G00014_04/G00014_04_19/G00014_04_19_023,angry,哎，那要不然嗯，你今天你有事吗？你要是没事的话，咱们就晚上一起可以吃个饭什么的。
G00014/G00014_04/G00014_04_19/G00014_04_19_016,neutral,[over/]你结[/over]婚了吧？
G00014/G00014_04/G00014_04_19/G00014_04_19_014,neutral,我最近哎呀，我还行吧。你呢？[over/]我看[/over]你挺好的，最近。
G00014/G00014_04/G00014_04_19/G00014_04_19_012,neutral,那你[over/]嗯[interrupted][/over]。
G00014/G00014_04/G00014_04_19/G00014_04_19_006,neutral,不是，哎，你住住附近吗？
G00014/G00014_04/G00014_04_19/G00014_04_19_002,neutral,嘿！[laughing]杨佳！
G00014/G00014_04/G00014_04_19/G00014_04_19_004,angry,[over/]你[/over]怎么在这儿啊？
G00014/G00014_04/G00014_04_19/G00014_04_19_010,happy,哎呀，太巧了[over/]这也[laughing][/over]。
G00014/G00014_04/G00014_04_19/G00014_04_19_020,neutral,哦哦，[over/]那[/over]那挺好，[over/]挺好，我知道，我知道那里[/over]。
G00014/G00014_04/G00014_04_18/G00014_04_18_005,surprised,我，我来这吃饭呀！
G00014/G00014_04/G00014_04_18/G00014_04_18_003,neutral,这么巧，你也在这吃饭[over/]啊[/over]？
G00014/G00014_04/G00014_04_18/G00014_04_18_017,neutral,嗯[laughing][over/]刚结[laughing][/over]。
G00014/G00014_04/G00014_04_18/G00014_04_18_013,neutral,[over/]你最[/over]近怎么样？
G00014/G00014_04/G00014_04_18/G00014_04_18_026,happy,可以啊，我把我老公叫来，[over/]到时候介绍大家一起认识认识[/over]。
G00014/G00014_04/G00014_04_18/G00014_04_18_007,disgusted,我不住附近啊，我这不正好想学校附近这个饭店了嘛。然后今天跟[over/]朋友[/over]一起约着就过来吃一顿。我没想到还能碰上你。
G00014/G00014_04/G00014_04_18/G00014_04_18_001,surprised,哎！小李？
G00014/G00014_04/G00014_04_18/G00014_04_18_019,neutral,哦，我在那个大东那边，
G00014/G00014_04/G00014_04_18/G00014_04_18_030,neutral,哎，谢谢谢谢。
G00014/G00014_04/G00014_04_18/G00014_04_18_021,neutral,[over/]你知道吧[/over]？
G00014/G00014_04/G00014_04_18/G00014_04_18_022,neutral,[over/]对对对，主要[laughing][/over]，真没想到在这儿还能遇到老同学。
G00014/G00014_04/G00014_04_18/G00014_04_18_011,neutral,[over/]太巧了[/over][laughing]。
G00014/G00014_04/G00014_04_18/G00014_04_18_015,happy,我也就[over/]那样[/over]。
G00014/G00014_04/G00014_04_18/G00014_04_18_009,neutral,毕业之后就没见了。
G00014/G00014_04/G00014_04_18/G00014_04_18_028,angry,[over/]这么多年[/over]没见了[over/]一点变化都没有[laughing][/over]。
G00014/G00014_25/G00014_25_19/G00014_25_19_017,surprised,没有啊！这不是，我觉得你挺聪明的一个小姑娘[over/]你说你[over/][interrupted]。
G00014/G00014_25/G00014_25_19/G00014_25_19_014,angry,姐，ABC跟甲乙丙的作用是完全一样的，只不过就把，它就把ABC换成甲乙丙了而已，他就[over/]东西[over/]是一样的，换汤不换药啊。
G00014/G00014_25/G00014_25_19/G00014_25_19_004,neutral,啊，不是，[over/]你上午[over/][interrupted]。
G00014/G00014_25/G00014_25_19/G00014_25_19_002,neutral,哎呀，这不是上午刚讲过吗，这sina加sinb等于二倍的sin，括号二分之a加bcosin。
G00014/G00014_25/G00014_25_19/G00014_25_19_024,angry,不是，你这一天，你自己算你自己算。
G00014/G00014_25/G00014_25_19/G00014_25_19_020,neutral,来吧来吧来吧来吧来吧。
G00014/G00014_25/G00014_25_19/G00014_25_19_008,surprised,哎呀，不是你上课的时候，你上午你上课你干嘛呢？
G00014/G00014_25/G00014_25_19/G00014_25_19_006,neutral,跟那个一样，只不过二倍的，你除以二就完了。
G00014/G00014_25/G00014_25_19/G00014_25_19_010,surprised,你确定你在听课？
G00014/G00014_25/G00014_25_19/G00014_25_19_015,neutral,不是你这，你平时也挺聪明的，你这你平时怎么这个刷个短视频啊，这订个就外卖那个就满减，你算的比我溜啊。
G00014/G00014_25/G00014_25_19/G00014_25_19_022,surprised,这不是一样吗？
G00014/G00014_25/G00014_25_19/G00014_25_19_012,angry,怎么不是啊！一模一样的题型，[over/]只不过是[over/][interrupted]。
G00014/G00014_25/G00014_25_18/G00014_25_18_016,angry,埋汰我呢？
G00014/G00014_25/G00014_25_18/G00014_25_18_005,surprised,[over/]哎这个呢[over/]？你这个你再帮我看一下。
G00014/G00014_25/G00014_25_18/G00014_25_18_007,surprised,不一样啊，你看他题出的都不一样。
G00014/G00014_25/G00014_25_18/G00014_25_18_018,neutral,[over/]我是挺聪[over/]明的呀，那[over/]聪明[over/]谁规定聪明的人必须得会数学啊！
G00014/G00014_25/G00014_25_18/G00014_25_18_011,surprised,我听了呀！但是老师讲的不是这个题型啊。
G00014/G00014_25/G00014_25_18/G00014_25_18_013,angry,[over/]老师讲的是[over/]甲甲乙丙，这个是ABC能一样吗？肯定不一样啊。
G00014/G00014_25/G00014_25_18/G00014_25_18_001,neutral,哎，这个题用哪个公式来着？
G00014/G00014_25/G00014_25_18/G00014_25_18_019,disgusted,哎呀，你赶紧帮我看下下一题。
G00014/G00014_25/G00014_25_18/G00014_25_18_023,surprised,这哪儿又哪儿一样了，这不一样啊！
G00014/G00014_25/G00014_25_18/G00014_25_18_009,neutral,我听课呢呀。
G00014/G00014_25/G00014_25_18/G00014_25_18_025,neutral,就还是刚刚那个公式呗。
G00014/G00014_12/G00014_12_18/G00014_12_18_017,surprised,哦，巧了，我也在等人[laughing]。
G00014/G00014_12/G00014_12_18/G00014_12_18_029,surprised,我去，真是你啊？
G00014/G00014_12/G00014_12_18/G00014_12_18_025,neutral,[over/]不是，你等会儿[/over]，你等会。
G00014/G00014_12/G00014_12_18/G00014_12_18_036,surprised,我的妈呀[laughing]！
G00014/G00014_12/G00014_12_18/G00014_12_18_010,neutral,哎呀，当时公[over/]司[/over]调动，没有办法。我也[interrupted]。
G00014/G00014_12/G00014_12_18/G00014_12_18_031,neutral,[over/]不是吧[/over]。
G00014/G00014_12/G00014_12_18/G00014_12_18_038,sad,[over/]缘分[/over]缘分。啥也别说了，全是缘分。
G00014/G00014_12/G00014_12_18/G00014_12_18_015,neutral,不是，你来这干哈来了？
G00014/G00014_12/G00014_12_18/G00014_12_18_012,happy,被突然通[over/]知的嘛[/over]。
G00014/G00014_12/G00014_12_18/G00014_12_18_044,neutral,是啊，[over/]没想到，你还记着[/over]。
G00014/G00014_12/G00014_12_18/G00014_12_18_042,sad,[laughing]行，还是[over/]老样子[/over]。
G00014/G00014_12/G00014_12_18/G00014_12_18_008,neutral,啊，是啊。我去上海发展两三年，然后又回来啦。
G00014/G00014_12/G00014_12_18/G00014_12_18_034,happy,你先把你那个游戏账号拿出来，我看一下。不是吧，[over/]这么巧，我的天啊[/over]！
G00014/G00014_12/G00014_12_18/G00014_12_18_046,neutral,走走[over/]走，边吃[/over]边说。
G00014/G00014_12/G00014_12_18/G00014_12_18_006,neutral,我我跟朋友约这见面啊。
G00014/G00014_12/G00014_12_18/G00014_12_18_027,happy,那你网名不会是叫，别抢我打野吧[laughing]。
G00014/G00014_12/G00014_12_18/G00014_12_18_023,neutral,不是，你那不会什么[laughing]，游戏网友吧。
G00014/G00014_12/G00014_12_18/G00014_12_18_032,surprised,哇塞[laughing]！不是，逃不过了，是吗[laughing]？
G00014/G00014_12/G00014_12_18/G00014_12_18_040,neutral,"[over/]那走吧,吃饭去吧[/over]。"
G00014/G00014_12/G00014_12_18/G00014_12_18_004,surprised,你怎么在[over/]这儿[/over]？
G00014/G00014_12/G00014_12_19/G00014_12_19_009,neutral,两三年前，我记得我最后一次，我找你吃饭。你妈跟我说你去上海了，我气得我不行。我说你这人怎么，你走了也不说一声，一点情意[over/]都没有[/over]。
G00014/G00014_12/G00014_12_19/G00014_12_19_018,angry,啊，行吧，这女人就就比较磨叽。[over/]我[/over]等了半个多小时了，哎，你别瞎想。
G00014/G00014_12/G00014_12_19/G00014_12_19_039,happy,走吧[over/]那[/over]。
G00014/G00014_12/G00014_12_19/G00014_12_19_022,sad,[over/]哦[/over]，我是头一次见，我也没见过网友。
G00014/G00014_12/G00014_12_19/G00014_12_19_041,happy,[over/]擂辣椒皮蛋[/over]。
G00014/G00014_12/G00014_12_19/G00014_12_19_005,surprised,[over/]不[/over]是，你怎么在这啊？
G00014/G00014_12/G00014_12_19/G00014_12_19_013,angry,[over/]编[/over]，继续编。[over/]还公[/over]司调动，找男朋友去了吧你。
G00014/G00014_12/G00014_12_19/G00014_12_19_028,surprised,天才小学生？
G00014/G00014_12/G00014_12_19/G00014_12_19_016,neutral,我等人呗，我干嘛来了。
G00014/G00014_12/G00014_12_19/G00014_12_19_047,neutral,[over/]走走走走[/over]。
G00014/G00014_12/G00014_12_19/G00014_12_19_035,surprised,[over/]啊，真是我啊，哎呀[/over]！你看，你看。
G00014/G00014_12/G00014_12_19/G00014_12_19_019,neutral,不是相相亲，就是一个网友。就是说那个可能就我们聊的就就比较来，就经常嗯，那个玩游戏啥的，就可能说是你见个面吃个饭。
G00014/G00014_12/G00014_12_19/G00014_12_19_020,neutral,就看看，就做个搭子嘛，就平时就反正离的也不远。
G00014/G00014_12/G00014_12_19/G00014_12_19_007,neutral,不是，你妈跟我说，你去上海了吗不是啊？
G00014/G00014_12/G00014_12_19/G00014_12_19_033,neutral,这真的假的？电视剧都不敢这么演吧。
G00014/G00014_12/G00014_12_19/G00014_12_19_030,surprised,不[over/]会吧，天底下有[/over]这么巧的事啊？
G00014/G00014_12/G00014_12_19/G00014_12_19_045,happy,[over/]最后一次还放我鸽[/over]子，走吧那就。
G00014/G00014_12/G00014_12_19/G00014_12_19_043,surprised,[over/]你你最爱[/over]吃的，不是你当初，还是你推荐给我的嘛？
G00014/G00014_12/G00014_12_19/G00014_12_19_024,surprised,你你咋知道？[over/]你也玩[/over]游戏啊。你工作这么[over/]忙，你还有时间玩[/over]游戏啊？
